GEOID,poverty_population_diff,median_household_income_diff,median_gross_rent_diff,median_home_value_diff,bachelors_or_higher_diff,median_household_income_2010_on_2020,median_household_income_2020,gentrification_score
17031630300,-112.0,16193.0,162.0,-50200.0,277.0,36980.0,53173.0,-0.08256517393789753
17031630400,-853.0,-7954.0,-19.0,-63500.0,11.0,39383.0,31429.0,-2.2608321307472274
17031630500,-62.0,2046.0,11.0,-40700.0,324.0,40771.0,42817.0,-1.446433314694665
17031630800,-188.0,16249.0,-30.0,-45000.0,119.0,36854.0,53103.0,-1.1280826380416367
17031630900,-598.0,-117.0,47.0,-33600.0,-94.0,34992.0,34875.0,-1.6699665318597803
17031640100,246.0,-4566.0,252.0,-91400.0,136.0,46941.0,42375.0,-2.532109676266975
17031650100,-925.0,78.0,-160.0,-48500.0,40.0,43223.0,43301.0,-1.9407199268491635
17031650400,320.6459458024319,8901.259323503902,140.37446236083338,-33891.08802237286,319.47735277979365,43453.7406764961,52355.0,-0.907137426381166
17031660301,16.0,-7818.0,79.0,-8500.0,72.0,30904.0,23086.0,-2.094301393802553
17031660302,-893.0,-7815.0,-3.0,-64900.0,-83.0,43183.0,35368.0,-2.3957246007327146
17031660400,-266.0,5950.0,60.0,-26400.0,193.0,35629.0,41579.0,-0.8298645990427274
17031660500,-339.12035555528564,-11704.294312844366,46.69828607307363,-28193.431690889527,108.39253794950582,43119.294312844366,31415.0,-2.174129477479546
17031660600,-686.0,-10256.0,-4.0,-12500.0,-115.0,40179.0,29923.0,-2.1609328642269543
17031660700,-557.0,-12143.0,-43.0,-59100.0,28.0,36688.0,24545.0,-2.944244655681623
17031660800,-656.0,13561.0,-15.0,-9100.0,114.0,35298.0,48859.0,-0.05550100227329591
17031660900,80.0,10998.0,175.0,25000.0,-140.0,28018.0,39016.0,-0.6236307096472536
17031661000,60.0,-12826.0,229.0,-6200.0,-73.0,47500.0,34674.0,-2.1909369244364525
17031670100,-394.0,-12280.0,-266.0,-14400.0,-62.0,36905.0,24625.0,-3.7096773921883415
17031670200,-546.0,6384.0,20.0,-45900.0,69.0,20179.0,26563.0,-1.1901411925381795
17031670300,-357.0,3214.0,-251.0,,87.0,21161.0,24375.0,
17031670400,-1965.0,-2260.0,46.0,-22200.0,-20.0,31250.0,28990.0,0.49240252082742164
17031670500,-172.0,1601.0,120.0,-17000.0,23.0,26385.0,27986.0,-1.298803687906871
17031670600,-603.0,-5471.0,103.0,-6100.0,16.0,26923.0,21452.0,-1.0736273515020225
17031670700,-605.0,8997.0,-285.0,0.0,25.0,23269.0,32266.0,-1.6722798341689042
17031670800,-819.0,-10187.0,-259.0,46800.0,16.0,34345.0,24158.0,-1.8296521006867352
17031670900,-236.0,520.0,32.0,-9600.0,99.0,32188.0,32708.0,-1.3422611926772137
17031671100,-737.9720567335453,,-53.57372062434592,-19367.14528299581,15.05955556279498,21716.78632074896,,
17031671200,-345.0,636.0,47.0,-12800.0,-31.0,35761.0,36397.0,-1.506544492732166
17031671300,-1376.0,-2725.0,-170.0,-51900.0,-49.0,27475.0,24750.0,-1.80925421756554
17031671400,-378.0,-12295.0,433.0,16600.0,-40.0,35625.0,23330.0,-0.24204722620372227
17031671500,-1246.0,5595.0,-101.0,-18300.0,174.0,26875.0,32470.0,-0.0765654494241158
17031671600,-1023.0,-2184.0,54.0,29400.0,-61.0,21750.0,19566.0,-0.1510837343608219
17031671800,98.0,11425.0,212.0,-47800.0,2.0,18218.0,29643.0,-1.1665437621229324
17031671900,-152.0,15789.0,420.0,-35200.0,45.0,33864.0,49653.0,0.6557393505523674
17031672000,-579.0,4716.0,-23.0,-24000.0,183.0,31832.0,36548.0,-0.8092646403444564
17031680500,-573.0,3384.0,80.0,-26300.0,-24.0,20526.0,23910.0,-1.0458956822323389
17031680600,-287.0,16781.0,192.0,,-24.0,15833.0,32614.0,
17031680900,-655.0,2424.0,228.0,-34800.0,-53.0,16743.0,19167.0,-0.5640121338108506
17031681000,-1194.0,-2312.0,76.0,-82600.0,11.0,20318.0,18006.0,-1.2900501464271086
17031681100,-1589.0,-7752.0,79.0,-70300.0,9.0,30514.0,22762.0,-0.891437948749868
17031681200,-982.0,995.0,138.0,-32500.0,-43.0,16063.0,17058.0,-0.5146311280741334
17031681300,-694.6670257261248,-6090.496167490841,84.20127292816449,12286.074870135531,9.459928825820118,22400.49616749084,16310.0,-0.8087318136876094
17031681400,-804.1917280464254,28135.419043182792,2.133248489940115,-35755.33411245077,61.57669246626712,16992.580956817208,45128.0,0.6376381976126891
17031690300,6.52528736866816,,-118.7810566082901,-64853.102169900056,68.60334760905893,19208.702181562065,,
17031690400,-754.5252873686682,-6685.297818437935,34.781056608290214,10553.102169900056,107.39665239094109,30435.29781843793,23750.0,-0.7396945762091023
17031690500,-751.0,-10395.0,37.0,-40000.0,-160.0,47321.0,36926.0,-2.4287810946080617
17031690900,-260.0,1016.0,98.0,13800.0,109.0,33567.0,34583.0,-0.6226261253819695
17031691000,-514.0,9975.0,241.0,-5600.0,-32.0,37689.0,47664.0,0.26685334871507194
17031691100,-1233.0,1034.0,202.0,-45400.0,141.0,24375.0,25409.0,0.41137758886525044
17031691200,246.0,3677.0,227.0,-20200.0,-69.0,24896.0,28573.0,-1.592935889420308
17031691300,-506.0,2727.0,218.0,-10000.0,-8.0,47834.0,50561.0,-0.3128740560597083
17031691400,-455.0,3939.0,155.0,-24600.0,-70.0,30000.0,33939.0,-0.9546494556315945
17031691500,-29.0,-4184.0,-24.0,-31500.0,-3.0,23654.0,19470.0,-2.771931575718714
17031710100,-260.0,9030.0,-203.0,-74000.0,93.0,13432.0,22462.0,-2.7265784172636067
17031710200,-1666.1412462274493,-11469.922875691957,158.6654785818954,-16830.740757684776,-210.0366212920873,38498.92287569196,27029.0,-0.47020141106975966
17031710300,-186.0,20950.0,201.0,11100.0,77.0,21610.0,42560.0,0.8753245108389034
17031710400,-275.0,4558.0,58.0,-20200.0,251.0,36563.0,41121.0,-0.670822065011526
17031710500,-242.0,5565.0,107.0,-30400.0,106.0,29539.0,35104.0,-0.9776058770407021
17031710600,-538.0,16353.0,139.0,-40800.0,69.0,20897.0,37250.0,0.025048440670372096
17031710700,-145.0,-52.0,-113.0,-34800.0,59.0,31625.0,31573.0,-2.6039412382487774
17031710800,-296.0,-14027.0,-34.0,-17800.0,-40.0,36641.0,22614.0,-2.9667980211801463
17031710900,-605.0,-17674.0,-221.0,-52700.0,23.0,47823.0,30149.0,-3.9097443984923386
17031711000,6.0,16467.0,32.0,1100.0,202.0,33979.0,50446.0,-0.2245169441022737
17031711100,-1325.0,27999.0,-115.0,8600.0,234.0,24219.0,52218.0,1.9812390272872236
17031711300,-17.0,14083.0,57.0,-21500.0,97.0,27167.0,41250.0,-0.8511140378574429
17031711400,196.0,5980.0,94.0,-1200.0,38.0,36064.0,42044.0,-1.37549178776706
17031711500,-317.0,4246.0,587.0,-23000.0,-12.0,43295.0,47541.0,0.8843368366746325
17031730100,73.0,8673.0,-193.0,-25900.0,148.0,34756.0,43429.0,-2.323172957634399
17031730201,-915.0,,78.0,-7300.0,171.0,33646.0,,
17031730300,-460.0,10288.0,278.0,-12200.0,112.0,31795.0,42083.0,0.6502147155828397
17031730400,714.0,39066.0,162.0,-4900.0,295.0,44934.0,84000.0,0.9413796789182836
17031730500,-188.0,10672.0,-370.0,-29700.0,363.0,43882.0,54554.0,-2.0653363574416876
17031730700,373.0,9692.0,,1800.0,210.0,43571.0,53263.0,
17031750100,-766.0,17572.0,-98.0,1400.0,412.0,36563.0,54135.0,0.9486460765962639
17031750600,-601.0,5577.0,94.0,-16300.0,-115.0,36597.0,42174.0,-0.8969190650488734
17031830600,270.0,7844.0,257.0,-8400.0,350.0,45333.0,53177.0,0.05042311894241858
17031830700,1174.0,17335.0,280.0,-34300.0,148.0,41891.0,59226.0,-1.4379594236809652
17031831200,-69.0,9820.0,-32.0,-64300.0,378.0,35904.0,45724.0,-1.323423516221726
17031831300,-374.0,8603.0,356.0,81300.0,91.0,38247.0,46850.0,2.0790524670848325
17031832900,-513.6957281083123,20791.76973739585,460.6157019763243,3891.285105710151,-62.5049921070142,42795.23026260415,63587.0,1.960438746620849
17031833900,419.1009764558271,8934.763429773415,144.8066167244815,,97.85976234408444,27181.236570226585,36116.0,
17031834000,-310.1268833276131,17583.330160860904,292.3827203993395,10045.37918373398,37.35127931228461,31166.669839139096,48750.0,1.1025202594058747
17031834200,-153.0,13914.0,114.0,-25700.0,-82.0,40916.0,54830.0,-0.9608580035140366
17031834400,1562.0,9179.0,408.0,-36000.0,227.0,34792.0,43971.0,-1.7883694994361181
17031834500,-408.0,20901.0,187.0,,-58.0,19868.0,40769.0,
17031834600,-2329.0,3937.0,-208.0,-10700.0,-145.0,23494.0,27431.0,0.16946126921370397
17031834700,-1355.0,-3597.0,-134.0,76800.0,21.0,27589.0,23992.0,0.34669353930165375
17031834800,-491.0,-193.0,-129.0,-6700.0,156.0,17434.0,17241.0,-1.5180565136569673
17031834900,-1098.0279432664547,5747.786320748954,-44.42627937565408,-18832.854717004186,81.94044443720502,13627.213679251046,19375.0,-0.28689056150562875
17031835000,-485.0,2531.0,88.0,-35800.0,-116.0,28918.0,31449.0,-1.575324226912774
17031835100,-702.0,-1690.0,18.0,-26100.0,-24.0,41014.0,39324.0,-1.4517175934711908
17031835200,225.0,8754.0,70.0,2500.0,83.0,43289.0,52043.0,-1.1659174029017856
17031835500,-528.8967130246713,4198.167599549068,63.29249389589842,23473.1234739746,64.03802420646679,13953.832400450932,18152.0,-0.15820727388201328
17031835600,-381.0,-1615.0,-473.0,68800.0,-67.0,19805.0,18190.0,-2.7015005818500537
17031836100,-15.0,-13878.0,-36.0,44600.0,112.0,35516.0,21638.0,-2.0403341115871503
17031836600,-1026.0,25096.0,169.0,-110900.0,424.0,28310.0,53406.0,1.3107380847903183
17031836700,-358.0,18148.0,250.0,-3300.0,196.0,17112.0,35260.0,1.2478651826732972
17031836800,-495.0,-5642.0,124.0,-70800.0,5.0,19375.0,13733.0,-2.1350157435590242
17031836900,-463.0,-14363.0,-33.0,14100.0,23.0,39919.0,25556.0,-2.1088743244379664
17031837000,-571.0,14566.0,-120.0,-77000.0,173.0,17259.0,31825.0,-1.4069914522557023
17031837100,-703.0,-6714.0,308.0,-55700.0,27.0,27945.0,21231.0,-0.8444772154589727
17031837300,502.0,-9129.0,-62.0,52400.0,94.0,25054.0,15925.0,-2.51013930004889
17031837400,356.0,10442.0,190.0,-29700.0,116.0,22396.0,32838.0,-1.1214728807702314
17031837800,-229.0,27271.0,519.0,91800.0,377.0,38125.0,65396.0,4.684118675102366
17031838000,-463.0,-2273.0,-34.0,86200.0,24.0,25448.0,23175.0,-0.2618524253206654
17031838100,-275.48807102918977,-10792.01545082262,-318.37529622910245,81947.36972925422,-169.43282407311509,27111.01545082262,16319.0,-2.8625862005967653
17031838300,525.0,54829.0,660.0,,599.0,35139.0,89968.0,
17031838600,69.0,-11648.0,272.0,,-67.0,27468.0,15820.0,
17031838700,172.0,-1280.0,78.0,-47600.0,134.0,25735.0,24455.0,-2.3121917140512362
17031838800,-177.0,3384.0,-119.0,-2600.0,170.0,27119.0,30503.0,-1.592478420620521
17031839200,-24.0,-8802.0,102.0,4100.0,253.0,47199.0,38397.0,-1.3391825643161388
17031839500,-66.0,5684.0,-3.0,-47500.0,95.0,19316.0,25000.0,-1.9699885719542738
17031839600,47.0,8234.0,420.0,-21600.0,-49.0,43125.0,51359.0,-0.1622668712918965
17031839700,-248.0,19518.0,244.0,36700.0,727.0,43538.0,63056.0,3.147824190814623
17031840100,587.0,25025.0,277.0,73300.0,420.0,31743.0,56768.0,2.190000773855152
17031840300,-492.0,26952.0,373.0,-22700.0,389.0,43233.0,70185.0,2.753200097105429
17031840400,-98.0,9273.0,-56.0,6000.0,278.0,37540.0,46813.0,-0.6434836286298136
17031840700,594.0,42028.0,334.0,-4000.0,510.0,28135.0,70163.0,2.615969315773226
17031840800,-143.0,5027.0,88.0,-48800.0,90.0,37875.0,42902.0,-1.5483089636351952
17031841100,195.0,14748.0,75.0,43600.0,708.0,27866.0,42614.0,1.5430283333949943
17031841200,-250.0,17267.0,308.0,-48800.0,573.0,35478.0,52745.0,1.605998217745452
17031841300,-798.0,20225.0,229.0,-12000.0,677.0,33927.0,54152.0,3.0582510238782303
17031841500,27.0,3004.0,156.0,-134100.0,166.0,27687.0,30691.0,-2.6927122597395625
17031841700,290.0,2555.0,436.0,-53600.0,16.0,16912.0,19467.0,-1.1084566076140567
17031841800,-690.4587683986556,13847.661694665348,-29.478480005547453,2799.787227053923,6.851095433958275,26152.33830533465,40000.0,-0.15633025711692555
17031842100,1825.0,14134.0,121.0,-65200.0,120.0,25442.0,39576.0,-3.7771493576649355
17031842200,990.7974001771912,48743.09960284728,1381.898038676565,85149.4778969236,1317.6696453120703,46552.90039715272,95296.0,10.396494701831406
17031842400,-730.8731166723869,17728.669839139096,-1.3827203993396324,-12145.37918373398,285.64872068771547,35986.3301608609,53715.0,0.7862012543765126
17031842500,-458.0,1669.0,121.0,-5200.0,-8.0,17643.0,19312.0,-0.7912205797423858
17031842800,-590.0,-436.0,194.0,-42500.0,110.0,38820.0,38384.0,-0.6697432186411008
17031842900,234.0,8209.0,211.0,8300.0,434.0,11880.0,20089.0,0.3981593465458662
17031843000,-504.0,9295.0,122.0,-103700.0,23.0,16667.0,25962.0,-1.6040685928324003
17031843100,-999.0,-1367.0,235.0,,75.0,33750.0,32383.0,
17031843200,-554.0,13974.0,45.0,55800.0,339.0,40133.0,54107.0,1.6357025691373712
17031843300,274.0,23361.0,100.0,-69100.0,37.0,28782.0,52143.0,-1.343994378164117
17031843400,-157.0,410.0,-273.0,43100.0,-84.0,24359.0,24769.0,-2.4626632239167052
17031843500,-288.9166183479233,54.27332381100496,233.79055592482075,-52345.18816025794,147.56945878293337,27275.726676188995,27330.0,-0.9427993620185201
17031843600,23.0,16216.0,343.0,-28500.0,679.0,24844.0,41060.0,1.8793732481378846
17031843800,-608.0,2823.0,-11.0,-52300.0,55.0,38143.0,40966.0,-1.5959421659456166
17031844600,781.0,15384.0,182.0,,112.0,33571.0,48955.0,
